id,prompt,dsl_present,svg_nonblank
0444cb0e-f24d-49ea-b958-61c50002b7f8,"The image shows the back of a bus with two rear view mirrors, a license plate, and various lights, including taillights and reflectors.",False,False
8dd45f18ee9d2a7d1e7b16fce184e99b,"The image shows a simple line drawing of a person shape with a circular head and a rounded body, all in black on a white background.",False,False
ee959eba320678966980b5266489ed0f,The image shows a black chain link pattern on a white background.,False,False
749dbb938050d35c5fcdf4f9d378d8a3,A blue ring with a Chinese character inside it.,False,False
712fb5ad9547a2a859eed9fc42f1cf8d,A simple line graph with an upward trend indicating growth or improvement.,False,False
cee975d169c6ff0d78bb5572b404ccf6,A black magnifying glass icon with a circular lens and a handle extending to the lower right corner against a white background.,False,False
d6d1dee2a2fde7b349762e48c63b6c07,"The image consists of a black silhouette of an abstract shape resembling the letter 'E' with three horizontal lines and a curved line, all set against a white background.",False,False
8b9186dca63a14a1480c50ae3001b884,A simple line drawing of a shopping cart icon.,False,False
5d08388622a8416c9f124edb303655ab,"The image features a large gray uppercase letter 'A' at the top, a smaller gray lowercase letter 'a' at the bottom right, and a blue curved arrow pointing from the lowercase 'a' towards the uppercase 'A'.",False,False
3c89ac21-2c9c-4285-993e-bb2ed4f4132d,A yellow line art illustration of a balance scale.,False,False
211ac579-e807-43a9-89a3-f8126433ed69,The image is a black and white silhouette of a pacman-like figure eating three Pac-Man ghosts.,False,False
b75b5b813208c3575eae23e7f8441c9c,The image shows a black geometric logo consisting of overlapping shapes on a white background.,False,False
e8aee3776894d20b70727aa265e3c8b6,"The image features a stylized magnifying glass icon with a solid purple outline and a horizontal pink line in the center, resembling a simplified 'Q' shape.",False,False
d960f5de-3ab1-41a3-8db1-853e895889ec,A stylized icon depicting a clockwise rotation or update symbol.,False,False
22df98911f5c5a5eabc508e739730daf,"The image features a dark blue tie symbol encircled by a thin ring, centered within a white background.",False,False
9ca610ffc3aa94ee90b8fad40f39f2ce,The image displays a single gray number '7' centered against a white background.,False,False
8e1fadf0ca78b939adfb003d4e011a0e,A minimalist pie chart icon with a single slice removed.,False,False
ab976da55b074a76089bd31cf654dc11,A simple line drawing of a tooth with a green highlight indicating a cavity or decay.,False,False
7d41f40dc025829b6c2c3f9370aa91ab,"The image shows a monochromatic icon of a megaphone with a simple geometric design, featuring dark gray lines against a transparent background.",False,False
68e2e535-32c9-48fd-a9f6-9c4b2c411e58,"A line art icon of a calendar with a check mark and a package, indicating delivery or shipping.",False,False
8c7c71f2fa98547406cb8e566921b0f0,A simple orange shopping bag icon with a white handle.,False,False
61b523b078eb8c534f9f61b1a98b3c59,"The image depicts a single black symbol consisting of a vertical line extending downward from a black circular shape at the top, with two black arrows pointing to the right, one at the bottom left and the other at the bottom right, against a white background.",False,False
233eefc40f52085d4f6005f113561a01,"A black outline of a circular shape is divided into two distinct sections by a vertical line, with one section containing a triangular shape that points downward. The entire design is set against a white background.",False,False
d47c83db86be1d46ff99cbff54fc0db9,A dark gray outline of a map pin icon on a white background.,False,False
6ac4b137-01f0-42d6-b8c0-95de2b9dd062,A two-tiered wedding cake with a heart on top.,False,False
7b9efac1b032eb8136bc0f107f0fe6e6,A simple line drawing of a pencil poised above a horizontal line.,False,False
a802656c9b712d3db0d6beb1cb1714be,"The image features a bold black graphic consisting of two main elements: a stylized zigzag shape resembling a lightning bolt on the left and a curved, arch-like shape on the right. Both elements are enclosed within a rectangular boundary that has a darker, solid black fill, providing contrast against the white background. The overall composition is symmetrical and balanced, with the elements positioned centrally.",False,False
349f7e64432849df0db439b6249505c2,A black shopping cart icon with two wheels is depicted against a white background.,False,False
da6187528883b34f87a786adfc557953,"The image features a blue icon with a square outline containing a black box with a wave-like bottom edge, two horizontal blue lines inside the box, and a darker blue curved line at the top.",False,False
1fb2fc7afab9adb52a5f1fb0daefa0fe,"The image features a black icon consisting of a rectangular shape with rounded corners at the bottom, two white circular dots on its left side, and an antenna-like structure above it, composed of three curved lines radiating outward from a vertical line at the center. The entire icon is set against a white background.",False,False
c9497e732d693769be0341de77468546,"The image features a light teal square icon with rounded corners, containing a white geometric design composed of a hexagon outline and a stylized 'Y' shape inside it.",False,False
066676c0-8181-4092-a6c0-29c7ce8342d5,"An icon of an arrow pointing upwards into a cloud, representing cloud upload.",False,False
08c4fe4b67eb5bde0560c776797a0b30,A silhouette of a person pushing a cart with boxes.,False,False
68576ccc57bb97748fa1cbe13f37d971,A black line drawing of a triangular network consisting of three interconnected circles arranged in a triangular formation against a white background.,False,False
4c16131d4cc415d991a52a9bcfe32b8d,The image consists of a single solid black color covering the entire area.,False,False
c673cfef632658ba00e3ce635f562901,The image shows a gray shopping bag icon with a single gray heart symbol centered on the front of the bag.,False,False
b964937ebec4f76d545638387655b38f,"The image features three dark gray tents arranged in a triangular formation, surrounded by five small gray stars distributed around them.",False,False
3aeea789ed0e181f35968bafa8dded49,"The image contains a single black question mark on a white background, with the dot of the question mark positioned below the curved line.",False,False
8f4cfa5a-fb08-4eb1-aea3-e3601a18be4f,"A black and white icon of a musical note with two spheres, representing a musical theme.",False,False
012864599f873514017c173770026982,"A dark blue rectangular icon with a folded top resembling an envelope, featuring a white Yen symbol in its center.",False,False
beed40817d966fca026c732b444c508e,"The image consists of a light blue trapezoid shape with a smaller pink rectangle inside it, positioned near the top center.",False,False
15816e0ecf760d38536ed9d1c1043ea8,A black silhouette of a female figure is shown against a white background.,False,False
25b3fc6e871febfd8a5aabf7dd75f3ea,A stylized illustration of a tall tower with a red dot at the top.,False,False
b3c9803cc62fa3a5074a40332ed1914b,A black outline of a clothing hanger with a curved top hook and a triangular bottom section is centered on a white background.,False,False
4b3c3ff3dcac0299c4c7c83307487357,"An abstract black-and-white illustration featuring a large black shape resembling an inverted triangle with rounded edges, topped by a smaller white triangular section. A single black teardrop-shaped droplet is positioned to the right of the main shape, and a horizontal black line spans the bottom edge of the image, all set against a plain white background.",False,False
2851c25b3ceb6e15363bd1e8e6b0b8e8,A light blue outline of a graduation cap with a tassel.,False,False
bf12a0c8-379b-4661-af84-94a26b15a80e,"A split arrow icon with two opposing arrows, suggesting a fork or a decision point.",False,False
ce54df39bd2cc3f034d0e9ad37b57e54,"A black speech bubble icon with three dots inside, set against a white background.",False,False
afda3458e088c1f3d2bf6ade3d448fa6,A black silhouette of an airplane is centered on a white background.,False,False
f79a5b0b-ca8a-492f-9edd-4c09fe80ad34,"The image shows a geometric design with the letters ""VN"" at the bottom.",False,False
30d5bc926cf885da954cfe2ed9bca5e0,The image features a dark blue logo with a circular boundary containing a cross symbol and a seated cat silhouette.,False,False
068efa43794f885e51025d7fd682f50e,"The image consists of a single solid color, which is black, occupying the entire frame.",False,False
fe163c205f88c88bd83c9eeefb5cf5f7,The image contains a single black outline of a magnifying glass against a white background.,False,False
592e346300a900eac1eb0fa0b32ae657,A minimalist icon depicting an abstract house with a pink door.,False,False
afe06d3bbc251bbd6aaeb0ebedf1191c,The image contains a single solid black color covering the entire frame.,False,False
f5195281cbde1f30eb5a15aa0fd70bbe,A black outline of a folder icon with a white background and a circular dot inside a smaller square on the right side.,False,False
3966e08c3d5f49f093bcf2c55a03afa0,A computer monitor displaying a rising line graph.,False,False
0c4c70a3672a69359fc35986cec3a40e,A simple icon depicting a satellite with three antennas extending from it.,False,False
c34bc238145cb0dcdd1ec8101ec219e0,A simple alarm clock icon with two bells on either side.,False,False
a76155e15411f7f5fd94bc02a4ab6941,"The image consists solely of a single solid color, which is black, occupying the entire frame.",False,False
ac2b7fa7392fe4da83562436461a28ca,"The image features a blue crescent moon shape alongside a stylized lowercase 'z' letter, both set against a white background.",False,False
f964d85da109fe4774a76a7b5acce9d5,A green icon resembling a television with a light beam emanating from it.,False,False
2559b460433538b805da78a4248053c4,The image shows a black folder icon with a heart symbol on its left side against a white background.,False,False
6171431e6fd4be7aec781fe6f86a7260,"A black-and-white icon of a camera with distinct components such as a lens, viewfinder, flash, and buttons.",False,False
09ffc9113cc361c62d1093d82385ccc9,The image features a single continuous dark blue line forming an abstract shape resembling a stylized head and neck with a bent arm extending from the side.,False,False
7794bf395f0e23235313e6f6b64824b8,"A black circular design featuring a central hollow circle surrounded by irregularly spaced, jagged lines extending outward from its base against a white background.",False,False
66065b7a-be96-4ad5-8d3e-2510c38e9312,An icon of an animated shield with an arrow pointing down.,False,False
bb383be6-efd5-4266-858d-26dd6e01382e,A basic computer layout with a keyboard and a mouse.,False,False
81aca13a-c934-4433-a8f9-847b9ab81581,a teal icon with a mountainside prisoner in a landscape scene,False,False
0bdead1c59587f304730dc559bd0077d,"The image features an orange folder icon with two tabs on top and a yellow Chinese Yuan (Â¥) symbol next to it, set against a light beige circular background.",False,False
c03c6485-765b-4c86-9bfd-4428fb1ef0b5,"A flat design illustration of a calendar with a clock icon, suggesting the concept of scheduling or time management.",False,False
00dc7f04-c2ce-441b-8ebf-431d6d23eaec,"The image shows a stylized umbrella icon with a simple, minimalist design.",False,False
2707ad13f72707b60f69c3811701c1b5,"A simple line drawing of a handheld gaming device with a screen, directional pad, and plus button.",False,False
fcbd3dd0f3205055864a080f786642fe,"The image shows a black silhouette of a bucket filled with water, depicted against a white background.",False,False
6d950c48fe42ed6b32b64f641d4d0f40,"A stylized icon depicting a pen in action, drawing a line.",False,False
57d5c6abde8998c16c29acd67057160a,A minimalist arrangement featuring four gray squares with varying shapes and sizes.,False,False
e4356d8c-b193-4988-8af7-46dbfa0b3906,A monochromatic drawing of a narrowly tapered thermos.,False,False
3aced3ceb1f4f809cc7362157856a47e,"The image features a dark blue icon of a document or paper with a folded corner and a horizontal line near the bottom, set against a white background.",False,False
92ed8fec183f86a232b1a1bad759b94a,A simple purple magnifying glass icon.,False,False
bf5739d50c3812db213e09c84aa7bece,"The image features a black, rectangular icon of a document with four horizontal lines representing text, positioned near its center. The document has a slightly curled top-right corner, creating an overlapping effect against a stark white background.",False,False
c6a4b8f080508bd24a33f1473686429b,The image shows a black silhouette of a shopping cart against a transparent background.,False,False
92bc76fd445cfb23162ecfb03f75c2a5,A stylized icon featuring a curved line on a green and black background.,False,False
b8039c02aeb5b7800f5ab6147c25d8da,"The image features a single black shape with a combination of geometric forms, including a large square-like structure and two letter-like forms ('M' and 'B') positioned centrally against a white background. The black elements are sharply defined, creating a stark contrast with the clean, solid white backdrop.",False,False
9c3614fc9c9de9db37b36b286e46921e,"The image contains a black arrow pointing downward with a rectangular outline around it, all set against a white background.",False,False
f3474be9579d8beda72d1541de40a444,A simple line drawing of a bow tie with a red square in the center.,False,False
a5d6d0951bccfe94265019f1b8c5ef39,The image features a bright green circular logo with two black leaf symbols at the top and a simplified abstract face shape in the center.,False,False
9f0782e6-9bf0-4211-9aad-0c6cd8714ac5,A pixelated graphic of a mountain with a snow cap.,False,False
14187d6297456d67ab32a78e4c8fcdf8,"The image features a black outline of a document or folder icon with a lock symbol, set against a white background.",False,False
6b6ad214135060900be917f659dccc26,A simple line drawing of a bandage with a cross pattern.,False,False
4826a16f417e94a83afdbf7e22e5a0a9,"The image features a black document icon with three horizontal white lines near the top, a curved fold detail on the left side, and a black circular checkmark symbol with a white checkmark inside it, positioned to the bottom right of the document icon.",False,False
23f7fa2f-ebc0-49d2-9aa3-fd1542efba96,A black and white icon of a Wi-Fi signal against a white background.,False,False
89e6603077a4021a00b49ba81da4f642,A file icon with a gear symbol indicating settings or configuration options.,False,False
69be32f9806b461e9e8b0af54791b968,A black and white icon depicting a window-like interface with three horizontal dots at the top and HTML-like bracket symbols centered within the display area.,False,False
45ec68713decbbbdc5d2da29f4a2e543,An icon depicting two overlapping cards with a peach-colored front and white back.,False,False
a65ab6b493eaec46d6a2a2a68c1be344,"A black hand icon is depicted with an index finger pointing upwards and slightly to the right, accompanied by two black arrowheadsâone pointing left and the other pointing rightâpositioned above the hand. The entire image has a plain white background.",False,False
e62aec99bb4aa8dd5bcf99ce23e8a3c7,The image features a blue hashtag symbol (#) centered within a blue speech bubble outline on a white background.,False,False
a4aaa1dea134b7ad933bc58f45a8abd7,"A simple, black line drawing of a ghost-like shape on a white background.",False,False
84cd7f9519a45bc7ae28c0fb77a6d54c,A simple black outline of a shopping bag icon on a white background.,False,False
d091e6693343180a934c1509fc164aaf,"The image features a black line drawing consisting of a circular shape at the top connected to a vertical rectangular bar, a larger circle below it, an arrow pointing downward, and a smaller vertical rectangle to the left, all set against a plain white background.",False,False
3ede34cac54e503b8f9805cc75fcd0d0,"The image features a gray silhouette of a person with an upward arrow extending from the right side, indicating motion or growth.",False,False
e7eab03a78edfdb3292458a0d110d5a7,A simple illustration of three overlapping green leaves.,False,False
8c5f5dc69089a16823a430a679e0e1b6,A black square with rounded corners contains a white checkmark centered within it.,False,False
f4d9e588ca3be28b2257c8bfea9d4f50,"An orange mug with steam rising from it, symbolizing hot beverage consumption.",False,False
d949e65e28d18212f411b315efd37426,"A cute, yellow lemon-shaped character with two pink cheeks, a black smile, and simple black eyes, set against a white background.",False,False
16233792e99370718b4d5da5b7c68332,"A black outline of a rectangular luggage or suitcase is depicted against a white background. The suitcase has a handle on top, a diagonal strap extending from the upper right corner to the lower center, and a circular latch near the bottom center. The entire design is simple and monochromatic, consisting solely of black lines on a white backdrop.",False,False
ee182160475a006959dad8bb4d6d6fbd,"A rectangular device with a gray top surface and a blue lower section, featuring eight small circular indicators: seven green and one yellow, aligned horizontally along the bottom edge of the blue section.",False,False
bf5e875f-ff60-41ae-83f4-fa434d44eac8,A black and white illustration of a baseball glove catching a baseball.,False,False
22d7d3facdcbf22bb0dbf76407b98b4b,A stylized illustration of a spray bottle with a purple body and pink cap.,False,False
cb8f6e2a3e24a2e03181ab6fd360e0c1,"A black and white image featuring a shield-shaped icon with the number '5' in the center, enclosed within a circular outline.",False,False
7f1a8304ece0d81fe025c385076708c3,A simple line drawing of a shopping cart icon.,False,False
8abac35e-2595-4967-9767-75547161362f,A printer with a document in it and colored tape flags.,False,False
9b9d1f2e-4e3e-401d-ab83-e99ec38e9e10,Pink and orange gaps of a tower.,False,False
f2d07302e18ae7d9776178dffceb271f,The image features a single black outline of an irregularly shaped figure on a white background.,False,False
thesantatitan_deepseek-svg-dataset_0004060,Generate svg code for an image that looks like: a watch icon with a black background. Don't use markdown just give svg code,False,False
02b8f76167c80dec8201c5cb4f15d3c3,A simple line drawing of a hanger with a folded towel hanging from it.,False,False
4d728b8028bde2a072dcf55f9830f137,The image shows an orange icon of a truck with a black outline and the text 'API' in bold black letters centered on the front of the truck.,False,False
beec5bc1456e6f7d7521aa7c5dcaa469,"The image features a stylized design with a green outline forming the shape of a number '5', a red star, and a black background with teal accents.",False,False
9cd0140cd4b2d2a32bf11812e2f7e238,A black speech bubble icon on a white background contains small black dots forming a pattern inside the bubble.,False,False
3968b3d2665d692e689b25976462335b,"The image contains a black line drawing of a simple human figure with a head and body outline, combined with a black 'X' symbol positioned to the right of the figure.",False,False
12b37b7b73f422373d7548407bfcbe8f,The image depicts a black silhouette of a three-drawer cabinet or storage unit against a white background.,False,False
09f2f0c8078e838e6d466dae721a98e7,"A black outline of a gift box with a ribbon on top, set against a white background.",False,False
90e00776-4d3e-4b89-9398-9480fcde7a3e,"A graphic of a hand giving a thumbs-up gesture, set against a blue circular background.",False,False
3dabbae64ac72c4159037593bfc10c52,"Two speech bubbles with one containing a pink line, symbolizing communication or dialogue.",False,False
36c10387fc114fd2117979d13f271868,The image shows a black upward-pointing arrow centered within a dark gray circular background.,False,False
b7eca035720fbc892f7694fb868ef297,A simple line drawing of two speech bubbles representing communication.,False,False
5161f5f9cb93e860ab0a5f3433e87fdd,A circular arrow symbol indicating a cycle or rotation.,False,False
2fca18de72c4a9c9cf0ded8580faacd9,"The image features a black diagonal slash crossing over a black depiction of a cigarette with smoke, set against a white background. The cigarette is represented by a horizontal rectangle with two vertical lines for filters, and two curved lines above it to indicate smoke.",False,False
5f083a92f86834d90e63e720f8951d02,"The image features a black circular design consisting of concentric circles and radial lines, all set against a white background.",False,False
190a66384392df4f5e812a5d0f2d4e96,"A black microphone icon with a simple, minimalist design on a white background.",False,False
8d678bec7789b4f45a5937fd3569e327,A simple line drawing of a bowl with a spoon and some food inside.,False,False
a768d35479dada1dae71da76807f058f,"The image contains a stylized black letter 'I' with decorative flourishes and a heart shape, set against a white background.",False,False
023d5f817a9967267a3dba34251f98df,"The image depicts a stylized, flat design of a coffee maker with a beige top, brown body, white stripes, a red band around the middle, and a brown handle.",False,False
de9aefbc28b32b7996b92dda6ad0d460,The image shows a pair of dark blue headphones with two ear cups connected by an arched band.,False,False
d51db1cba1c46a0de571af7d65e6ac18,"An icon featuring a dark gray cart or trolley with a handle at the bottom, depicted against a transparent background.",False,False
c973d2ca1c58f013c507decae31a0c26,A yellow square icon with rounded corners containing a white clock face with an arrow indicating a circular motion.,False,False
45486555-9f01-4a7e-8432-3734af76555c,A black and white checkerboard flag Flying in the wind.,False,False
e806d9f46ba842485ff904bfcd677b0e,"An icon depicting a black headset with two circular ear cups and a coiled microphone extending from one side, set against a white background.",False,False
ea45dd1338d4e9dbf629a33711d73ae4,"The image shows a simplified blue wrench icon with a light green circle at the top, indicating the head of the wrench.",False,False
5a7b83c366f20f47b4fee61d4ed46672,A stylized icon featuring a yellow speech bubble with a black 'Q' and a white speech bubble with a pink 'A' on a green background.,False,False
4a082d8ce70f07f2c8ec4343fb09607e,"An image featuring a black outline of a stylized 'R' symbol against a white background. The 'R' consists of a large vertical stroke extending from the top left to the bottom left, a curved horizontal arch forming the upper part of the 'R', and an 'x'-shaped crossbar in the lower right quadrant. The overall design is simple, with clean lines and no additional elements.",False,False
2bc39245-d640-43d8-9530-b286f936c0ba,A shooting star with a bright tail and small starbursts surrounding it.,False,False
56a3f65b116a470d99c361fc2adfd5b0,A simple line drawing of a wrench.,False,False
d0dd63edc498d8af5ad88feec3a3aa45,"A black outline illustration of a simple teapot-like object with two handles, one on the left side and one on the right side, viewed from the front.",False,False
019dc4ad-a0fe-4399-ac43-08b3934069f1,"The image shows a stylized icon of a pin or marker, which is commonly used to represent location or marking a spot.",False,False
252a142060baed151fbdfe5c6e3b0dfb,"A black shield-shaped icon with a white plus sign (+) centered within it, set against a white background.",False,False
0dc5c2d18af6c533f3bb0b897c4b0b92,"A bright yellow lemon illustration with a cross-section view showing segments, a stem on the top right, and three small orange spots near the bottom right.",False,False
8c08a58c7f37e1a9dbefae50a6cc9f88,A stylized thumbs-up icon with a teal background and purple outline.,False,False
1dc699e6e000b9c92aeae85d6eb4be64,"A black icon depicting a printer with an arrow pointing downward, set against a white background. The icon features a rectangular base with horizontal lines representing paper output and an upward-curved handle. A triangular arrow is centrally positioned above the base, indicating a download action.",False,False
8f8a6b6a8f41bcf6e6d82b9963c602f2,"The image features a black icon composed of geometric shapes against a white background, including a large square with a smaller square inside it on the left side, three horizontal lines stacked vertically in the center, and a diagonal checkmark crossing the lines from bottom-left to top-right.",False,False
df6bd5343885ca965f03d4161ca708ca,A stylized icon depicting a yellow document with text lines and a curled corner.,False,False
48c87959-d450-4a1b-bfd2-9b98e92ead19,Green monster with red hair raising its fingers as a white background.,False,False
a1fd86df-eeda-4f7b-b38e-3600927245b9,"A person holding a gavel, likely a judge or auctioneer.",False,False
39698809c3776f5cf8b4addb39a847b3,A black magnifying glass icon on a white background.,False,False
ac257ce0ad3fc16513c55487a6e0eec8,"The image shows a three-dimensional cube rendered in grayscale, with varying shades indicating depth and perspective.",False,False
eca474d62ec9c844fb98d910e5b4bddb,A stylized icon depicting a blue bookmark with green lines.,False,False
4bdabc5bd786e2ab60383e19c1089f76,"A black outline of a simplified human figure with a circular head, two curved lines for arms, and a rectangular torso, set against a white background.",False,False
9fa4222ec7965d5d3df86cd6b7967041,"The image features a stylized, abstract blue figure with a red smiley face above its head, set against a white background.",False,False
3332a2eeb90d4b8ace89ce52e857c0f1,A simple blue icon representing a generic human figure with a circular head and rectangular body.,False,False
90a05b017060160c10ff6d99d5899d03,A circular icon featuring the Japanese yen symbol inside it.,False,False
c3ce8e79074302a57f484a046a013c36,A blue hand icon is pressing a button with a circular outline.,False,False
9505dcfe12be5fffcbb4ba231515c977,"A black speech bubble with a curved tail on its right side contains four white circular dots arranged in a diamond pattern at its center, set against a white background.",False,False
74f6eac8-62ee-4eb8-8011-46240d04e009,"A blue graphic depicting crossed lines forming a shape, with a shield-like outline蠢吧.",False,False
6ad7c2e050bff53dcea032cf7583bf0a,A cartoon-style illustration of a cheeseburger and a drink with a straw.,False,False
c3db0c52ced2e11be751309c2556006d,"The image contains a black icon on a white background, featuring a document-like rectangle with three horizontal lines inside it, accompanied by a circular shape with a plus sign at the bottom right.",False,False
2a1c12b0d51a179892d195533f7f596c,The image consists of a white outline of a kitchen knife inside a rectangular frame on a black background.,False,False
c9b6722769932bb1efc2f6bc12ed7d65,"A document icon with a red circular arrow around it, symbolizing data exchange or document circulation.",False,False
b38e1c566cfcb22ad3f533f433cd0733,A black outline of a briefcase with a circular download icon placed partially overlapping it on the right side.,False,False
b8029140c5fbb9821be9425c7fd82df5,"The image displays a single black shape resembling the letter 'e', filled with bold black color and outlined by a thin white border, set against a plain white background.",False,False
5d7ea50b7cbde896eda454af884fd39c,"A paw print icon is centered within a rounded rectangle, both in dark gray color against a white background.",False,False
5dcad18dd9f772a1ad8cd21e85dc0d22,The image shows a gray cloud with an orange lightning bolt emerging from its bottom right corner.,False,False
45cc90ae5276bda487c4d20efc9f681c,A simple gray wave-like shape on a plain background.,False,False
fdd6dae79b074bc46f43126e1bd6c938,A single-eyed emoji with a surprised expression.,False,False
a2d1fb8c976851526db46bd0a62df319,"The image depicts a simple black outline of a cupcake against a white background, featuring a rounded top and a scalloped bottom edge, with a small semicircular handle at the top center.",False,False
7ab9719066edb519fc70aaeb07eb4e06,A rectangular frame with two open brackets at each end.,False,False
eb25bd8aa69ff58fffe2f50db471c4a9,"The image shows a dark gray, abstract shape resembling a stylized letter 'L' or a simple structure, with a small circular element to the right of its base.",False,False
72eb0386899d377cdfcf670007ebfad4,"A black and white icon depicting the front of a train with two circular headlights positioned below a rectangular window, enclosed within an arched structure.",False,False
929aa50770012fcc29ea7619e1979620,A black question mark is centrally positioned inside a thick black circle on a white background.,False,False
f7999d677294f41a6a77f628b2369578,"The image shows a black outline of two overlapping rectangular shapes on a white background, with one rectangle positioned slightly behind and to the left of the other, creating a layered effect.",False,False
4c8f301dc3b7a2b9427069599408694a,The image features a light blue snowflake with six symmetrical arms extending outward from a central point against a white background.,False,False
112ba24ae9e0c6f096b9128625f8832c,"A black arrow icon with a bold downward pointing arrow and two curved lines on either side, set against a white background.",False,False
b42bf4c9f5cff809206c1566a65665f6,A black-and-white symbol depicting a prohibition sign with a crossed-out lightning bolt inside a circle.,False,False
0a36304dec03e1ea2fcd956c4bb7d3a1,A stylized pink flag with a curved line leading to a location pin.,False,False
fc0c62d5010d40dbdc422b9877477348,"A mitten with a heart symbol on its palm is depicted in a simple, cartoon-like style.",False,False
e5217d6123baf58c5d7ef460fe54cd7e,"A white rectangular icon with rounded corners containing a black gear-like symbol at the center, flanked by two horizontal white lines extending outward from the sides of the rectangle.",False,False
bb003bdd403f4a9bad8b1c3b138f4060,"A black circular outline contains a black arrowhead pointing left, set against a white background.",False,False
93fcb2f3193c0a05e3e025c37b99ca8f,"The image shows a black compass-like tool with two arms and a central pivot point, set against a white background.",False,False
01632c497e0bafb8ff07907f753a0fa8,A green outline icon of a potted plant with two leaves emerging from a pot.,False,False
a1546bb46e3d70ff4ebbb688ece1535f,A simple line drawing of a cylindrical object with a dome-shaped top and a curved handle extending from it.,False,False
c0a634bc156f907ad148fff33e08a797,The image features a black speech bubble icon with three white circular dots arranged horizontally near the top center.,False,False
9720d368bcaebe97328d60764b349438,A simple black and white icon depicting an umbrella with a stand.,False,False
3cd203f594485bcf83054c3bebea8100,"The image features a white circle with blue geometric shapes including rectangles, lines, and symbols, along with a plus sign in the top right corner.",False,False
00f708cd3f4a7792afcfb4bc6dcb4017,An open book with a bookmark inside it.,False,False
34031d8d633b61cb8e6c5adf5ca66906,"A black shopping cart icon is centrally positioned against a white background. The cart features a horizontal rectangular body, a vertical handle at the top left, two circular wheels at the bottom, and a small horizontal bar near the base, all rendered in solid black with a clean, minimalist design.",False,False
c7b3eca840b6f51565368e521d493bf7,"The image features a design with blue and cyan lines forming geometric shapes within a square boundary, accompanied by a small blue dot.",False,False
8ff07cf9f7a1ac4cf1b990630c754913,"A black-and-white line art illustration of a bus with a face-like design, featuring two circular eyes and a straight mouth, drawn on a plain background.",False,False
ceb70ea6-74e0-4754-adbc-328208cd8ea3,A swimmer wearing a purple swimsuit and goggles is performing the freestyle stroke in the water.,False,False
0e2acc081df1ca0ea866498eb9da99ba,"The image contains a black curved arrow with a straight segment pointing downward, set against a white background.",False,False
