id,prompt
6eede943219547c22ac56085027d33cc,"The image shows five horizontal lines of varying thicknesses and lengths, arranged vertically on a white background."
ea045c7a247166f061ce504d9b7ccaab,A stylized icon depicting a curved arrow within a square shape.
600464e4d92c75338462271a09b3f176,"The image shows a single dark gray triangle pointing upwards, centered against a plain white background."
8cbefcd53fd5dfa2cbe1b374356ed709,"The image features a simple, blue outlined camera icon centered within a white circular background."
bef2864d9a862b7436c73435346f1c64,The image consists of three black rectangles with varying heights arranged horizontally on a white background.
7f11068772653f283977d9c2f5612a02,"An illustration of a blue checkmark centered on a light blue document icon with a dark blue border, set against a white background."
8821c406-676c-4fdf-b18f-fe01c00d793f,"The image is an icon of a file folder with a plus symbol, indicating ""add new folder"" or ""add files."""
1d800968d7d3aa76b9e097cee61fbe60,A simple circular icon with a play button symbol inside it.
75ea7d1de57013d3d210046f6cec14d5,"The image features a single black checkmark inside a thick black circle, all set against a white background. The checkmark is centrally positioned within the circle, which is also centrally aligned in the image."
9bda86e2078baf4d4fa15be8de3bcdce,"A black outline of a smartphone icon with a white screen displaying bold black text 'APP' in the center, positioned against a white background."
7116d593ba10694dbf864f192ff2f07b,"A dark gray square frame contains a black musical note with an orange oval inside it, positioned centrally within the frame."
fb7d61688fa296dea40d7e579db49428,"The image features a light green rounded square icon with a central plus sign, two horizontal lines, and a curved line forming the shape of a document or file symbol."
1d716bd624982a0e450cbdd9abbc21f6,The image contains two intersecting dark gray lines forming a cross shape against a white background.
c323393eac394f19afec9f714b63976d,"The image shows a black RSS feed icon against a white background, consisting of three curved lines radiating outward from a central point."
8aeed0decb8802edd77fde5e026eb915,The image features a single black circular outline centered on a plain white background. The circle is uniformly thick and evenly spaced from the edges of the image.
81ef4bd0b6d6d5e1980b8e39646d5097,"The image features a dark blue telephone receiver icon inside a circular outline, set against a white background."
46985c942079349b8c4d5fcc20999368,"The image features a black rectangular shape with a smaller white rectangular area near the top and a concentric circle design in the center, all set against a white background."
e3e0fff5ead535daf599d302dd645b45,"The image features a single black geometric shape resembling an arrow or pointer, set against a completely white background. The arrow has a triangular form with distinct sections: a larger triangle forming the main body and two smaller triangles at the bottom, creating a stylized appearance. The edges of the shape are bold and sharp, emphasizing the clean lines and contrast between the black and white elements."
912205c69e8d840c623389740a95c61c,"The image features a solid black rectangular shape positioned centrally at the top, with a horizontal black line below it, set against a plain white background."
thesantatitan_deepseek-svg-dataset_0004683,Generate svg code for an image that looks like: a bus icon. Don't use markdown just give svg code
thesantatitan_deepseek-svg-dataset_0003059,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
22c9af1ee5c39d0f2c1cfced7b303b31,"A white 'X' shape on a black background, consisting of two thick lines intersecting at the center."
3307888a6e369e7b8fe8f97b1d5ca059,"The image contains a blue speech bubble icon with a question mark inside it, set against a white background."
thesantatitan_deepseek-svg-dataset_0003803,Generate svg code for an image that looks like: the logo for the airbn. Don't use markdown just give svg code
thesantatitan_deepseek-svg-dataset_0001862,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
d3662fd819d68f1d3ea300f7ffbafaf1,"A black circular shape with a white 'X' symbol centered within it, set against a completely white background."
36395e670d119b48df4895776d5b74c2,"The image features a black rectangular icon with rounded corners containing a stylized profile of a person's head and shoulders, accompanied by a prominent black circle with a plus sign inside it to the right of the rectangle. The entire design is set against a plain white background."
0feb0f573c27675b0d3a4d9a314f8127,"A black shield-shaped icon with a white checkmark in the center, set against a white background."
580d7d5cdf416645f13d6d9e3aa2590b,"The image features a single black square with a white checkmark placed centrally within it. The black square occupies most of the canvas, while the white checkmark is positioned slightly off-center towards the bottom-right quadrant against the dark background."
c8d9f86a253c3316308f642ebf1df890,A simple black square outline on a white background.
6533809323284ce30427cde779fff269,A teal-colored beach umbrella is depicted standing upright with a reclining chair positioned beneath it on the ground.
8f92d1229080b7ce7b1fcec21cb213db,"A black circle with a smaller black rectangular shape inside, resembling a screen or monitor icon."
1bfff390-28ce-4d73-85d4-0c58113fdd88,A blue line drawing of a bookmark in a rounded square.
959e0c49460d7355330faa5fc6966fa6,A minimalist abstract design featuring a rounded shape with a smaller circle inside.
e9ffd3297260257322b15ba6510e836e,"A single black triangle is centrally positioned against a clean white background, with its base oriented horizontally and the apex pointing downward."
4a968506f2c7f3da659a1d8cdc568ddd,"The image shows a black folder icon with a white background, featuring a closed folder design with a tab at the top."
89aef77e14a596edcf6a61dc687e18f2,A black background with a white rounded square containing two black lowercase 'c' characters.
69c33b61d96656ff61ed82d455d9142b,The image consists of a black power button symbol against a white background.
3c0fc1a44e3b6a8aaae3f7daacfccc90,A simple black arrow pointing downward with a curved base.
41326c8540b89371b2ac41cd1ce06b32,"The image consists of three horizontal rectangular sections: two blue sections at the top and bottom, and one light blue section in the middle, separated by black lines. Each section contains a single black horizontal line centered within it."
thesantatitan_deepseek-svg-dataset_0003427,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
2083ff4e29756f813951e64909f79e87,A single black outline of a teardrop shape centered on a white background.
a3f7d55f98b9f4650982837716e45558,"The image consists of five horizontal gray rectangles stacked vertically, with a gray triangle pointing left aligned to the right side of the bottom rectangle."
8edb2eb8e91319b38e0861e57637f9be,The image features a black square shape with a white diagonal line crossing from the top-right to the bottom-left corner.
868eb1cfe38c855f29c42910408a503f,"The image features a dark navy blue circular design with a teardrop shape at the center, flanked by two small dots above it, set against a white background."
11a27a3b6cf29b26cfb4e9705a0f2b91,"The image shows three horizontal black lines, each containing one filled black circle positioned at different points along the lines."
e1f2704ae308f86cfd5a65dce745e37a,"A simple black icon with a rounded rectangular border containing the number '9' and a horizontal line at the bottom, set against a white background."
b3e6d797f017ecf5c69db1bc13ea6505,A black arrow pointing to the left on a white background.
f8442c8dd7a2c3d1ae8c7c1f2ea9a253,"The image shows a simple, yellow house icon with a brown door centered at the bottom."
thesantatitan_deepseek-svg-dataset_0002981,Generate svg code for an image that looks like: a mask icon. Don't use markdown just give svg code
501d22e95eb0f1a021b4cbd657a09f60,A single gray checkmark icon centered on a white background.
9c714437b101a275aa57869f2fe83aa5,"The image features a single black lightning bolt-shaped icon set against a white background, with sharp, angular lines forming the shape of the lightning bolt and a central white triangular gap dividing it into two distinct sections."
thesantatitan_deepseek-svg-dataset_0002054,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
c1ed0cae3affe5b41eafffb724da4eff,"The image features a black circular outline with a black hashtag symbol (#) centered inside it, set against a white background."
ef0950dbc0cfd0a6b9e64593180580ee,A black geometric design featuring a square and a curved shape against a white background.
99dd6d71-6ed3-4053-be6f-8fe2586fd599,A black and white icon of a toilet with a step on the right side.
55d6d473c725fbb1de811c9d2afdaa8c,A simple black outline drawing of a head and body shape on a white background.
d3e7f6cc778c47961ce4efeb7829f5f0,A black cross is centered within a black circle against a white background.
thesantatitan_deepseek-svg-dataset_0002855,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
ae8f7c626b4d5dcc1e9f3ba1ec56d8db,"A single black greater-than symbol (>) is centrally positioned against a plain white background, with no other elements present."
f1483a452ca6724ef63ee11ca94fb4b9,"An unlocked padlock icon with a simple, minimalist design."
4f373ffabc552ec0ac5d7f039c79e730,"The image features a black arrow pointing rightward within a black rectangular border, indicating an entry or input symbol on a white background."
a76889ab492cb7974e73d5a0b1b02d01,"The image contains three gray rectangular elements aligned horizontally, with the third rectangle slightly tilted to the right."
2a5ed734fc8b884fb29017f2b145469e,"The image features two black rectangular outlines placed side by side against a white background. The left rectangle contains three horizontal black lines near its top, while the right rectangle has two smaller black circles positioned vertically along its center axis."
ad66f0cb81724c93dce3bce7fb6ee477,The image features a single purple circle with a black diamond-shaped symbol centered within it.
a9b948dca66819446ca60ed183b64f56,"The image shows a single dark blue triangular shape with a central line dividing it, positioned centrally against a white background."
e77199c27ef910306b1b05c3071d5f02,"A blue icon featuring a stylized currency symbol (Â¥) crossed out within a square, set against a white background."
4c2ca501bd739340de1d7090e731bb01,The image consists of a black outline depicting a simple human figure with a circular head and an oval-shaped body against a white background.
976ce5a45126d71ebbe4ff71467d4cd6,A shield icon with a blue checkmark inside it.
366b603a3643088ac81d98569bd3e962,The image shows a 3x3 grid of gray squares on a white background.
f042a3f29c965a1ea50f22002bbd25e0,A black outline of an open book icon with a circular bookmark or ribbon at the top center against a white background.
ea23c50eb991f46f812108d7f2b88e95,A black circular background with a white 'L' shape centered within it.
208d3a204869313c75a2188821e965b1,The image features a blue cross centered within a dark blue circle on a white background.
c485dd74cf5e9bb13491c0d54589939a,"The image features a single black circular outline containing a smaller black checkmark symbol, centered within the circle against a transparent background."
26accc1d0eae3cf5a282fe8bc9f24ae6,"The image contains four blue geometric shapes: three squares and one diamond, arranged in a grid-like pattern with varying orientations."
73708003-fcac-40e5-ab72-56cf146bd6ea,An image of a dark blue arrow pointing to the right.
29aeeb99-5145-4c28-9fca-7a691e2fcbba,Two downward-pointing diagonal arrows on a white background.
cd10d9e2a00497818b7bc88db9265125,The image features two black geometric shapes on a white background: a rhombus at the top and an inverted 'L' shape below it.
687d6990a090b56714dc2d45160f2770,"The image features a black outline of a rectangular shape with rounded corners, containing a smaller black square inside and a small circular dot at the bottom center."
thesantatitan_deepseek-svg-dataset_0004039,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
bb49941826f148b8df0fc8ccffc8ed31,"The image shows a black calculator icon with white symbols and a display screen, set against a white background."
e33ef0e67b141c3ca4c25fd009081b9f,The image features a black location pin icon on a white background.
ca98032e0ec54cff276b43ce2c8bcc96,"A black rectangular icon with white checkmarks and horizontal lines, resembling a checklist or to-do list."
f08f803eca6e2ccf56623f2b88111307,"A gray icon depicting a container with a lid and two handles, set against a white background."
01b96b3b48ebec80ad1c1fd978143edf,A simple black zigzag line on a white background.
86c7a83cb9e81bdf455a99e659137ef2,"The image shows a black checkmark (â) enclosed within a black circle, both drawn against a white background."
fa36047dea04e51d93fb31470871d5e9,The image contains a white curved line inside a square boundary on a black background.
ae0d69831dfeb9bb21e44699e9483e11,The image contains a single black vertical line centered in a white background.
5bc26faa106b61de6c697d8389b2494c,"A black circular outline containing a black rightward-pointing arrow, centered within the circle."
thesantatitan_deepseek-svg-dataset_0003317,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
e4dfae5a4b965b6aa85f8653c7cfb9e4,The image features an orange pin-shaped icon with a black letter 'A' at its center.
4e2cb420fbaff506b56aff612a1ea247,"Four gray circles of varying sizes are arranged in a 2x2 grid pattern, with one circle containing concentric rings."
15ec41d43f41853fab819a5c5844b8ac,"The image features a black square with rounded corners, containing a single horizontal gray line centered within it."
4bab6c8a-3ef9-4e83-913c-42967c7e50d0,"A black-and-white icon of a battery with three vertical slots, not filled, indicating a low battery level."
cbfcd190d8a34707569179ac050afc08,A simple black silhouette of a rocket ship against a white background.
f842bfcb04d3fbddcdf9f2a18e6fd61e,"A gray checkmark icon is centered within a rectangular outline, with the top portion of the rectangle filled in gray."
2959a4147b65342b54cc5537cad9104a,"The image features a simple, stylized human icon with a dark blue outline and a pink smile, set against a white background."
decc4c13cc2aa6760c8870b9a04d6a42,"The image features a single teal-colored hexagonal outline with a circular hole at its center, placed against a white background."
3f480073f77d15df0d59993b573832c7,A stylized illustration of an orange popsicle with a black stick and red tip.
e347d66285704a472274748785b2ce9d,A green bar chart icon with varying heights and a horizontal line.
f56f5527-6b18-40ba-be43-310c034c0450,A black exclamation mark within a circle on a white background.
73f19b688a39c0cdf6157fb4e2c4537e,A black geometric symbol composed of interconnected shapes arranged within a square boundary.
3cf1e548ac96efa8a849c2e30c09c2c9,The image features a black outline of a megaphone against a white background.
4a2c2e6b0d883c43b80d1b8c00c9d143,The image features a simple black silhouette of a person against a white background.
6bc68236fcd5a5301ae4c596734549c9,A white checkmark symbol inside a white circle on a black background.
thesantatitan_deepseek-svg-dataset_0000533,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
3ac2c9ed08f0f1b85f95bfba0e84da08,A red trash can icon with a lid and two vertical handles.
a0df842d-d482-4917-94f0-25b885c1c3ec,"The image is a gray line art style portrays a lowercase letter ""i"" in the middle of a circle."
0de7149e99b56fde10e47d1c29a032ba,"The image features a black triangular shape with a white exclamation mark (!) centered within it against a white background. The exclamation mark consists of a vertical rectangle and a smaller horizontal rectangle below it, both in white. The triangle is oriented with its apex pointing upwards, and the white background surrounds the entire figure without any additional elements."
d966537c-46ae-4e34-8347-b0b273743187,Three squares with inner smaller squares and a triangle pointing down.
22d04b3be8c872703266802c919a57b2,A black square with rounded corners contains a white letter 'E' positioned centrally.
1ffcf29fc54313c8b4e75e9072b651c8,"The image shows a simplified black-and-white illustration of a computer monitor with a rectangular screen, a thin black border, and a stand. The screen is depicted as a plain white rectangle, surrounded by a black outline that forms the monitor's edges. Below the screen, there is a black stand connecting to the bottom center, with a slightly thicker base providing support."
d5831d22106a0c672f06cc95e6fc3184,"The image features a black outline of a rectangular shape with rounded corners, containing a single horizontal black line in the center, set against a white background."
a4022c2822c93ed88e60f70ec8f877cb,The image shows a pink folder icon with a blue heart shape inside it.
eac44be984595232d314038a2de321ab,The image features a blue magnifying glass with a teal circular lens at its center and a light purple handle extending to the right.
db53c8c82b81efca578d46ffb9ddf1ff,"A black circular outline contains a white face with two black round eyes positioned symmetrically near the top center and a broad, curved black smile near the bottom center, all set against a transparent background."
thesantatitan_deepseek-svg-dataset_0002990,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
4683d181d4956eae836923f39c1a8246,A blue square with a circular shape inside and an equal sign next to it.
0139c8b5480769aed9b19064eacfa406,"A black grid consists of nine evenly spaced squares arranged in three rows and three columns within a white square background. The squares are uniformly sized and filled with solid black color, creating a symmetrical pattern."
ce8ac939a28821660b25d8e82a4e040c,"The image contains three dark gray circles aligned horizontally at the center, set against a white background."
abaca1bd-1bb3-4dec-9316-76cd5bbcb07e,"A black line drawing of a square with an arrow pointing to the left, set on a white background."
973b240f0cb9d52940206c72b8acef67,"A single black star-shaped icon is centered against a plain white background, with five evenly spaced points extending outward from a central point."
e9e06f483926aa9173f47efdff47bdfd,A simple line drawing of a document with text lines.
be0626beefd28e1e0dac6a99dfbc4654,"The image shows a black square grid with rounded corners containing nine white squares arranged in three rows and three columns, set against a white background."
f589c2b36017997b6cf8fec88a1b0210,The image shows a black trash can icon with three vertical white handles on the front and a circular top handle.
c8ecb42b67d98b80728ae0800580c7f5,"A black chart icon featuring an upward-trending line graph overlaid on a filled black rectangle, set against a white background."
403dd46dcbadef8e7a82aabda5c0d5ce,"The image features a single gray arrow symbol pointing left, centered against a white background."
2e7630a66e4c461b4ba8832fb2c9eb05,A black and white illustration of a calendar icon with a blank page containing five black dots representing dates.
ac4acd9150326a0101068a3d40828e80,The image features a teal-colored 'X' symbol enclosed within a teal circle against a black background.
555907014c744d478184abd3c533833c,"A black outline of a square frame with rounded corners is depicted against a white background. The square has four rounded squares at each corner, connected by straight black lines forming the edges of the square. Each corner square contains a smaller white square within it, creating a symmetrical design."
810635cb0eb01e92368295951f7829bf,"The image consists of a completely white background with no discernible colors, shapes, objects, or text present."
622391934b16f56fc5432d4257fe5f6b,A simple gray gear icon with a white center.
0fffa7b61a4c17c2e20b1f46eda9b7b6,"The image contains three black horizontal lines numbered 1, 2, and 3 in black text, arranged vertically against a white background."
02f8d0703df269ab1f6b2b721f61eb40,"The image shows a simple black circle with two white circular eyes and a white curved mouth, positioned centrally within the circle. The background is white, creating a stark contrast with the black face."
2ef2753d777c31bf5331ef7691a51c03,A purple arrow pointing to the left.
f4db9007ce8675094d29cbf5cbed692a,A stylized blue icon resembling a pacifier with a loop at the top and a circular base.
374605817a610078144d145016357fd1,A clipboard with a green arrow pointing left on its surface.
b40657d55b72089f8017320972579a23,"A black cloud-like shape with a white upward-pointing arrow positioned centrally within it, set against a white background."
d5fecb02676b57a58c8ecba2188f15c3,The image shows a single black letter 'B' centered on a white background.
a1a9ed9f8e8ba3a5f7a3c3bba3052769,"The image consists of a blue rectangular outline with a smaller blue rectangle in the bottom right corner, set against a white background."
ff1d3c30bedd80ff49645734fb3f0579,A green square with a white speech bubble containing three dots inside it.
c4890de3e15f42c2f51407fdbee9c65b,The image shows a gray arrow icon enclosed within a larger gray outline of a rectangle.
b3bc18737e09298638058fc0e73edfe6,"A black icon of an open book with six horizontal lines representing text, set against a white background."
1b91a87ceb02be159be9c622186fccb6,A simple checkmark icon enclosed within a circle.
5d3523ac267ea453f2dee29b27742600,"The image features a black 'NEWS' text at the top and a black icon at the bottom, consisting of a vertical rectangle and three horizontal lines to its right, all set against a solid white background."
6581c6cfae44dfbd3ebf4c2ff86fb790,"A black circular shape with a white face icon featuring two small white eyes and a white curved smile, centered within the black circle against a white background."
ecc57ddb50404c8ca7b0ab8755108c12,"A gray icon depicting a trash bin with two vertical lines inside it, representing the bin's slits or openings."
423c3b02fb71e0cdeba220b5e5ceeb72,"The image features a blue connector cable with a gray body and two white ports at the top, connected by a solid blue rectangular section."
0c87d84034ba5da6a50123b4dc98289b,A minimalist icon depicting three interconnected circles within a dark circle.
428732138d7c2b3af31515432bb3facc,The image shows a simple black icon of a delivery truck against a white background.
132c4b91b99af7734d0a1d8a796c8990,"The image shows a black and white icon featuring two vertical brackets flanking four horizontal lines of varying lengths, arranged symmetrically against a white background."
14d9bf25fcbd9c1b7ef43d6c3ddfe5eb,A minimalist icon depicting a document with three horizontal lines.
thesantatitan_deepseek-svg-dataset_0004735,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
649540a8fd20684a9d4bda3b637a0f03,"A black rectangle is positioned against a white background, occupying the upper-right portion of the image."
38f0152a-a6e2-4e37-9095-34e8000ed74d,A simple icon with a plus (+) sign inside a rounded square.
thesantatitan_deepseek-svg-dataset_0002188,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
thesantatitan_deepseek-svg-dataset_0002535,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
8f6a8b2945e5f442f4aeaa8b3345b350,The image shows a dark brown checkmark inside a rounded square border on a white background.
b7915534de58d3a9d1ba0129d36a52cd,"A circular arrow pointing to the right, indicating a forward or update action."
28c00a3a8e0e7c38d848fdb6a90a0933,The image features a solid black heart shape centered within a larger gray circle against a white background.
c8de301d35c53d0e72df6ae56edde621,A circular arrangement of four black arrows pointing inward towards the center.
305ead77-a8ba-4258-9a52-388ab6b33bfd,A simple toggle switch in the off position.
97807803c0b98a7c0204b3d651b01215,"A black icon depicting a stylized table or desk with legs, featuring a central handle and two side handles, set against a white background."
8af3927f4b61dd96b13296860a9d079d,A black circle contains a black plus sign at its center against a white background.
12ef9d71b62d5ed7808cbde91910a258,"A black padlock icon with a white background, featuring a rectangular body, a curved top loop, and a small white square in the lower center."
d907bc994c744afd038f7bdd8e1b6cc1,A stylized icon depicting a book with an upward arrow inside it.
b4b86740ca1f1b94f64e12a31805941a,"The image consists of five horizontal gray lines of varying lengths, arranged vertically and spaced evenly."
a4505046b1476f0c056dd2a5f2d50e5f,A simple gray heart shape outline against a white background.
thesantatitan_deepseek-svg-dataset_0000669,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
0d023a70ccb244ddb37957856d357020,A simple blue house icon with a circular background.
77d1b3e5aafa26213a17a50e348a2a14,The image features a simple white circle with two smaller white circles as eyes and a curved line as a mouth against a black background.
480304d1813794757ea03b689a26e3c6,A simple black magnifying glass icon on a white background.
60372742fd10015e9215dca9917f651b,"The image displays two black rightward-pointing arrow symbols on a white background, positioned slightly apart from each other, with the second arrow aligned to the right of the first."
21710155389cd47c795b518a3b0b8de5,A dark blue circular background with a black question mark at its center.
d7b5a8761701fde714108908b207ffc9,"A black silhouette of a house icon with a triangular roof, a chimney, and a door, set against a white background."
402dd1d6c8a1a3c341dc453dead18b97,"The image shows a black outline of a rectangular object resembling a book or notebook, featuring two horizontal lines and a vertical line indicating a spine."
b068c6bc0dab328b6027ccd02d03b174,"The image features a single black outline of a cocktail glass with a curved stem, a circular base, and a small circular detail near the rim on the right side."
6cafe414afbff1122a96ac8f0a9ce893,"The image features a black rectangular shape with three vertical white rectangles aligned horizontally near the top center, set against a solid white background. The black shape has a protruding section at the bottom center, creating a visual connection to the lower part of the object."
ec89d045d7ac2c5bba7e3a7b7f2ecfe3,"A black geometric symbol composed of four curved segments arranged symmetrically around a central vertical line, forming a cross-like structure with semi-circular elements at each end, set against a white background."
25ed85dba28ae2d20a0d38f681d5a613,"A black pictogram of a house icon with a stylized Chinese yuan (Â¥) symbol centered inside it, set against a white background."
2e096cabf70630aa429df802aadee781,The image shows a black icon consisting of a stack of three rectangular shapes against a white background.
thesantatitan_deepseek-svg-dataset_0003106,Generate svg code for an image that looks like: the logo for the new york school of medicine. Don't use markdown just give svg code
a8a0ac74fb0e26c88d053271946e75f5,"The image features a purple square centered within a blue rectangular outline, with a curved blue line extending from the right side of the rectangle."
thesantatitan_deepseek-svg-dataset_0001432,Generate svg code for an image that looks like: beer mug with beer and coins. Don't use markdown just give svg code
72621a2124e5b0f27cab11a405fbd9d0,"The image consists of two red rectangular buildings with pink interiors, one larger and one smaller, positioned side by side on a white background."
3d5d85ea2a76724290395124ef144432,A stylized purple shape resembling a flame or abstract form within a circular outline.
08c13c16f4d8476b993b5784da3f12a3,A simple gray plus sign (+) centered on a white background.
e578c171a54f34c07c5b55bba5d61300,A simple blue smiley face icon with two dots for eyes and a curved line for a mouth.
b84924bd560d42becb4bde638d5a721f,"A black square frame contains a white inner rectangle, within which a large black dollar sign symbol ($) is centered, against a white background."
2391d53e06ffc3fb8fd335429b75ce9c,"A black outline of a rectangular shape containing two distinct internal features: a smaller square with a centered black dot positioned near the top right corner, and a horizontal black line located towards the bottom center of the rectangle. The entire design is set against a white background."
bd62059c6dddc7fc2566d415cdcf6b86,"The image features a black square icon with rounded corners, containing five white circular dots arranged in a grid pattern, with one dot missing from the center left position."
53c93380b8d336542d7d4d4fdd7e3df0,"A black symbol consisting of a leftward-pointing arrow, two horizontal lines, and a vertical line, all set against a completely white background."
06dac9a2b00ae93b160a9fd33ff275f1,The image shows a single black heart shape centered on a white background.
7dc444501e5eae3d56e2166fd6dbfdba,"The image features a single yellow star-like shape with irregular points, set against a white background."
aad6f0ae0528efb062bf9b084cf8fbbe,A simple icon depicting four horizontal bars stacked vertically.
bd1c691a8b93a5902b8e608009409b26,A teal square with an arrow pointing left inside it.
d46706e4afd71b39bf6c7715fac7ce49,"The image contains a single, stylized black symbol resembling the Chinese character 'ä¸' (xiÃ ), which means 'down,' placed against a plain white background."
3712aaefea588dcfcbe2c40a038c9024,A folder icon with a red 'X' indicating deletion or error.
26994bd1171078b92a9957f977eed87c,"The image consists of two black squares on the top row, a large black plus sign in the bottom left corner, and one black square on the bottom right, set against a white background."
c499d6062b8a598d6b5838d4792d7a41,"A black outlined square contains two horizontal black lines and a diagonal black slash crossing through it, set against a white background."
e7fa87cc7182de4add86460c905587df,"The image depicts a black silhouette of a classical building with a triangular roof, four vertical columns aligned horizontally, and two rectangular horizontal beams connecting them, set against a white background."
487f11a6f680d71ed8e1a90cf6e3e943,The image contains a single black Chinese character on a white background.
thesantatitan_deepseek-svg-dataset_0004275,Generate svg code for an image that looks like: the logo for the company. Don't use markdown just give svg code
4155430a-4529-49e0-aff0-19bc632a770a,A stylized icon of a microphone.
20986efd4f1d0ec5b9b56785d47d965e,A simple gray bookmark icon with two horizontal lines.
93bac8b8e5cfb84cfd53f337293f9775,A simple icon representing a folder with two dots inside it.
363d477f8036ac66e42ead865d12c9e8,"The image contains a black speaker icon with curved sound waves on the right side, set against a white background."
eeb810ad1f6d55ae95bd61cb3cf9d54b,"The image features a stylized, monochromatic logo composed of a dark brown square frame with an orange horizontal line at the top center and another below it, giving the appearance of a simplified equal sign or horizontal bars within the frame."
9eff1981af2d3adfdfa60004557b43a4,A simple gray line diagonally oriented against a white background.
87fc9ad6d0953f556f3f0d36a9e6abee,The image shows a dark blue circle containing a black plus sign (+) centered within it.
